     0.00787137          0.00000000
     0.01574275          0.00000000
     0.02361412          0.00000000
     0.03148549          0.00000000
     0.03935686          0.00000000
     0.04722824          0.00000000
     0.05509961          0.00000000
     0.06297098          0.00000000
     0.07084236          0.00000000
     0.07871373          0.00000000
     0.08658510          0.00000000
     0.09445647          0.00000000
     0.10232785          0.00000000
     0.11019922          0.00000000
     0.11807059          0.00000000
     0.12594197          0.00000000
     0.13381334          0.00000000
     0.14168471          0.00000000
     0.14955609          0.00000000
     0.15742746          0.00000000
     0.16529883          0.00000000
     0.17317020          0.00000000
     0.18104158          0.00000000
     0.18891295          0.00000000
     0.19678432          0.00000000
     0.20465570          0.00000000
     0.21252707          0.00000000
     0.22039844          0.00000000
     0.22826981          0.00000000
     0.23614119          0.00000000
     0.24401256          0.00000000
     0.25188393          0.00000000
     0.25975531          0.00000000
     0.26762668          0.00000000
     0.27549805          0.00000000
     0.28336942          0.00000000
     0.29124080          0.00000000
     0.29911217          0.00000000
     0.30698354          0.00000000
     0.31485492          0.00000000
     0.32272629          0.00000000
     0.33059766          0.00000000
     0.33846904          0.00000000
     0.34634041          0.00000000
     0.35421178          0.00000000
     0.36208315          0.00000000
     0.36995453          0.00000000
     0.37782590          0.00000000
     0.38569727          0.00000000
     0.39356865          0.00000000
     0.40144002          0.00000000
     0.40931139          0.00000000
     0.41718276          0.00000000
     0.42505414          0.00000000
     0.43292551          0.00000000
     0.44079688          0.00000000
     0.44866826          0.00000000
     0.45653963          0.00000000
     0.46441100          0.00000000
     0.47228237          0.00000000
     0.48015375          0.00000000
     0.48802512          0.00000000
     0.49589649          0.00000000
     0.50376787          0.00000000
     0.51163924          0.00000000
     0.51951061          0.00000000
     0.52738199          0.00000000
     0.53525336          0.00000000
     0.54312473          0.00000000
     0.55099610          0.00000000
     0.55886748          0.00000000
     0.56673885          0.00000000
     0.57461022          0.00000000
     0.58248160          0.00000000
     0.59035297          0.00000000
     0.59822434          0.00000000
     0.60609571          0.00000000
     0.61396709          0.00000000
     0.62183846          0.00000000
     0.62970983          0.00000000
     0.63758121          0.00000000
     0.64545258          0.00000000
     0.65332395          0.00000000
     0.66119532          0.00000000
     0.66906670          0.00000000
     0.67693807          0.00000000
     0.68480944          0.00000000
     0.69268082          0.00000000
     0.70055219          0.00000000
     0.70842356          0.00000000
     0.71629494          0.00000000
     0.72416631          0.00000000
     0.73203768          0.00000000
     0.73990905          0.00000000
     0.74778043          0.00000000
     0.75565180          0.00000000
     0.76352317          0.00000000
     0.77139455          0.00000000
     0.77926592          0.00000000
     0.78713729          0.00000000
     0.79500866          0.00000000
     0.80288004          0.00000000
     0.81075141          0.00000000
     0.81862278          0.00000000
     0.82649416          0.00000000
     0.83436553          0.00000000
     0.84223690          0.00000000
     0.85010827          0.00000000
     0.85797965          0.00000000
     0.86585102          0.00000000
     0.87372239          0.00000000
     0.88159377          0.00000000
     0.88946514          0.00000000
     0.89733651          0.00000000
     0.90520789          0.00000000
     0.91307926          0.00000000
     0.92095063          0.00000000
     0.92882200          0.00000000
     0.93669338          0.00000000
     0.94456475          0.00000000
     0.95243612          0.00000000
     0.96030750          0.00000000
     0.96817887          0.00000000
     0.97605024          0.00000000
     0.98392161          0.00000000
     0.99179299          0.00000000
     0.99966436          0.00000000
     1.00753573          0.00000000
     1.01540711          0.00000000
     1.02327848          0.00000000
     1.03114985          0.00000000
     1.03902122          0.00000000
     1.04689260          0.00000000
     1.05476397          0.00000000
     1.06263534          0.00000000
     1.07050672          0.00000000
     1.07837809          0.00000000
     1.08624946          0.00000000
     1.09412084          0.00000000
     1.10199221          0.00000000
     1.10986358          0.00000000
     1.11773495          0.00000000
     1.12560633          0.00000000
     1.13347770          0.00000000
     1.14134907          0.00000000
     1.14922045          0.00000000
     1.15709182          0.00000000
     1.16496319          0.00000000
     1.17283456          0.00000000
     1.18070594          0.00000000
     1.18857731          0.00000000
     1.19644868          0.00000000
     1.20432006          0.00000000
     1.21219143          0.00000000
     1.22006280          0.00000000
     1.22793417          0.00000000
     1.23580555          0.00000000
     1.24367692          0.00000000
     1.25154829          0.00000000
     1.25941967          0.00000000
     1.26729104          0.00000000
     1.27516241          0.00000000
     1.28303378          0.00000000
     1.29090516          0.00000000
     1.29877653          0.00000000
     1.30664790          0.00000000
     1.31451928          0.00000000
     1.32239065          0.00000000
     1.33026202          0.00000000
     1.33813340          0.00000000
